,Symbol,Name,MarketCap,IPOyear,Sector,industry
303,AXO,"Axos Financial, Inc.",,2018.0,Finance,Savings Institutions
304,AZUL,Azul S.A.,$1.33B,2017.0,Transportation,Air Freight/Delivery Services
305,AZRE,Azure Power Global Limited,$799.34M,2016.0,Public Utilities,Electric Utilities: Central
306,AZZ,AZZ Inc.,$748.41M,,Consumer Durables,Building Products
307,BGS,"B&G Foods, Inc.",$1.57B,,Consumer Non-Durables,Packaged Foods
308,BMRG,B. Riley Principal Merger Corp. II,$254.99M,2020.0,Finance,Business Services
309,BMRG.U,B. Riley Principal Merger Corp. II,,2020.0,,
310,BMRG.WS,B. Riley Principal Merger Corp. II,,,,
311,BW,Babcock,$111.94M,2015.0,Capital Goods,Building Products
312,BGH,Babson Global Short Duration High Yield Fund,$251.12M,2012.0,,
313,BMI,"Badger Meter, Inc.",$1.8B,,Capital Goods,Industrial Machinery/Components
314,BCSF,"Bain Capital Specialty Finance, Inc.",$659.18M,2018.0,,
315,BKR,Baker Hughes Company,$15.13B,2017.0,Energy,Metal Fabrications
316,BBN,BalckRock Taxable Municipal Bond Trust,$1.43B,2010.0,,
317,BLL,Ball Corporation,$23.39B,,Consumer Durables,Containers/Packaging
318,BANC,"Banc of California, Inc.",$466.97M,,Finance,Major Banks
319,BANC^D,"Banc of California, Inc.",,,,
320,BANC^E,"Banc of California, Inc.",,,,
321,BBAR,Banco BBVA Argentina S.A.,$810.82M,,Finance,Commercial Banks
322,BBVA,Banco Bilbao Viscaya Argentaria S.A.,$22.76B,,Finance,Commercial Banks
323,BBD,Banco Bradesco Sa,$35.96B,,Finance,Major Banks
324,BBDO,Banco Bradesco Sa,$33.31B,,Finance,Major Banks
325,BCH,Banco De Chile,$9.48B,,Finance,Commercial Banks
326,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",$423.87M,1992.0,Finance,Commercial Banks
327,BSBR,Banco Santander Brasil SA,$40.29B,2009.0,Finance,Commercial Banks
328,BSAC,Banco Santander Chile,$8.07B,,Finance,Commercial Banks
329,BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",$4.86B,2012.0,Finance,Commercial Banks
330,SAN,"Banco Santander, S.A.",$40.2B,,Finance,Commercial Banks
331,SAN^B,"Banco Santander, S.A.",,,,
332,CIB,BanColombia S.A.,$6.65B,,Finance,Commercial Banks
333,BXS,BancorpSouth Bank,$2.03B,,,
334,BXS^A,BancorpSouth Bank,,,,
335,BAC,Bank of America Corporation,$197.54B,,Finance,Major Banks
336,BAC^A,Bank of America Corporation,,,,
337,BAC^B,Bank of America Corporation,,,,
338,BAC^C,Bank of America Corporation,,,,
339,BAC^E,Bank of America Corporation,,,,
340,BAC^K,Bank of America Corporation,,,,
341,BAC^L,Bank of America Corporation,,,,
342,BAC^M,Bank of America Corporation,,,,
343,BAC^N,Bank of America Corporation,,,,
344,BML^G,Bank of America Corporation,,,,
345,BML^H,Bank of America Corporation,,,,
346,BML^J,Bank of America Corporation,,,,
347,BML^L,Bank of America Corporation,,,,
348,BOH,Bank of Hawaii Corporation,$2.17B,,Finance,Major Banks
349,BMO,Bank Of Montreal,$33.34B,,Finance,Commercial Banks
350,NTB,Bank of N.T. Butterfield & Son Limited (The),$1.18B,2016.0,Finance,Commercial Banks
351,BNS,Bank of Nova Scotia (The),$48.27B,,Finance,Major Banks
352,BKU,"BankUnited, Inc.",$1.52B,2011.0,Finance,Savings Institutions
353,BCS,Barclays PLC,$24.28B,,Finance,Commercial Banks
354,BBDC,"Barings BDC, Inc.",$353M,,,
355,MCI,Barings Corporate Investors,$275.15M,,,
356,MPV,Barings Participation Investors,$129.34M,1988.0,Consumer Services,Miscellaneous
357,BNED,"Barnes & Noble Education, Inc",$90.32M,2015.0,Consumer Services,Other Specialty Stores
358,B,"Barnes Group, Inc.",$1.83B,,Capital Goods,Metal Fabrications
359,GOLD,Barrick Gold Corporation,$49.06B,,Basic Industries,Precious Metals
360,BHC,Bausch Health Companies Inc.,$6.08B,,Health Care,Major Pharmaceuticals
361,BAX,Baxter International Inc.,$43.6B,,Health Care,Medical/Dental Instruments
362,BTE,Baytex Energy Corp,$265.45M,,Energy,Oil & Gas Production
363,BBX,BBX Capital Corporation,$232.74M,2017.0,Finance,Real Estate
364,BCE,"BCE, Inc.",$36.49B,,Public Utilities,Telecommunications Equipment
365,BZH,"Beazer Homes USA, Inc.",$304.69M,1994.0,Capital Goods,Homebuilding
366,BDX,"Becton, Dickinson and Company",$76.26B,,Health Care,Medical/Dental Instruments
367,BDXB,"Becton, Dickinson and Company",,,Health Care,Medical/Dental Instruments
368,BDC,Belden Inc,$1.35B,,Basic Industries,Telecommunications Equipment
369,BRBR,"BellRing Brands, Inc.",$753.87M,2019.0,Consumer Non-Durables,Packaged Foods
370,BHE,"Benchmark Electronics, Inc.",$713.75M,,Technology,Electrical Products
371,BRK.A,Berkshire Hathaway Inc.,,,,
372,BRK.B,Berkshire Hathaway Inc.,,,,
373,BHLB,"Berkshire Hills Bancorp, Inc.",$467.23M,,Finance,Banks
374,BERY,"Berry Global Group, Inc.",$5.72B,2012.0,Consumer Non-Durables,Plastic Products
375,BBY,"Best Buy Co., Inc.",$21.94B,,Consumer Services,Consumer Electronics/Video Chains
376,BEST,BEST Inc.,$1.88B,2017.0,Transportation,Trucking Freight/Courier Services
377,BGSF,BG Staffing Inc,$99.15M,,Technology,Professional Services
378,BHP,BHP Group Limited,$127.71B,,Basic Industries,Precious Metals
379,BBL,BHP Group Plc,$105.9B,,Energy,Coal Mining
380,BIG,"Big Lots, Inc.",$1.61B,,Consumer Services,Department/Specialty Retail Stores
381,BH,Biglari Holdings Inc.,$188.23M,2018.0,Consumer Services,Restaurants
382,BH.A,Biglari Holdings Inc.,,,,
383,BILL,"Bill.com Holdings, Inc.",$7.21B,2019.0,Technology,Computer Software: Prepackaged Software
384,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,$4.44B,2017.0,Health Care,Major Pharmaceuticals
385,BIO,"Bio-Rad Laboratories, Inc.",$14.17B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
386,BIO.B,"Bio-Rad Laboratories, Inc.",,,,
387,BITA,Bitauto Holdings Limited,$1.13B,2010.0,Technology,EDP Services
388,BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",$5.37B,2018.0,Consumer Services,Department/Specialty Retail Stores
389,BKH,Black Hills Corporation,$3.56B,,Public Utilities,Electric Utilities: Central
390,BKI,"Black Knight, Inc.",$11.32B,2017.0,Technology,Computer Software: Prepackaged Software
391,BSM,"Black Stone Minerals, L.P.",$1.28B,2015.0,Energy,Oil & Gas Production
392,BB,BlackBerry Limited,$2.67B,,Technology,Computer Software: Prepackaged Software
393,BGIO,BlackRock 2022 Global Income Opportunity Trust,$183.38M,2017.0,,
394,BFZ,BlackRock California Municipal Income Trust,$416.89M,2001.0,,
395,CII,Blackrock Capital and Income Strategies Fund Inc,$646.82M,2004.0,,
396,BHK,Blackrock Core Bond Trust,$835.99M,2001.0,,
397,HYT,"Blackrock Corporate High Yield Fund, Inc.",$1.27B,2003.0,,
398,BTZ,BlackRock Credit Allocation Income Trust,$1.26B,2006.0,,
399,DSU,"Blackrock Debt Strategies Fund, Inc.",$440.09M,1998.0,,
400,BGR,BlackRock Energy and Resources Trust,$200.13M,2004.0,,
401,BDJ,Blackrock Enhanced Equity Dividend Trust,$1.36B,2005.0,,
402,EGF,"Blackrock Enhanced Government Fund, Inc",$62.74M,2005.0,,
403,FRA,Blackrock Floating Rate Income Strategies Fund Inc,$396.67M,2003.0,,
404,BFO,Blackrock Florida Municipal 2020 Term Trust,$78.53M,2003.0,,
405,BGT,Blackrock Global,$247.87M,2004.0,,
406,BOE,Blackrock Global,$620.99M,2005.0,,
407,BME,Blackrock Health Sciences Trust,$492.28M,2005.0,,
408,BMEZ,BlackRock Health Sciences Trust II,,2020.0,,
409,BAF,BlackRock Income Investment Quality Trust,$123.8M,2002.0,,
410,BKT,BlackRock Income Trust Inc. (The),$395.54M,,,
411,BGY,"BLACKROCK INTERNATIONAL, LTD.",$554.65M,2007.0,,
412,BKN,BlackRock Investment Quality Municipal Trust Inc. (The),$277.04M,1993.0,,
413,BTA,BlackRock Long-Term Municipal Advantage Trust,$164.74M,2006.0,,
414,BZM,BlackRock Maryland Municipal Bond Trust,$29.01M,2002.0,,
415,MHE,BlackRock Massachusetts Tax-Exempt Trust,$31.32M,1993.0,,
416,BIT,BlackRock Multi-Sector Income Trust,$555.93M,2013.0,,
417,MUI,Blackrock Muni Intermediate Duration Fund Inc,$532.7M,2003.0,,
418,MUA,"Blackrock MuniAssets Fund, Inc.",$508.8M,1993.0,,
419,BKK,Blackrock Municipal 2020 Term Trust,$303.95M,2003.0,,
420,BBK,Blackrock Municipal Bond Trust,$165.53M,2002.0,,
421,BBF,BlackRock Municipal Income Investment Trust,$133.43M,,,
422,BYM,Blackrock Municipal Income Quality Trust,$372.08M,2002.0,,
423,BFK,BlackRock Municipal Income Trust,$628.54M,,,
424,BLE,BlackRock Municipal Income Trust II,$371.06M,2002.0,,
425,BTT,BlackRock Municipal Target Term Trust Inc. (The),$1.7B,2012.0,,
426,MEN,"Blackrock MuniEnhanced Fund, Inc.",$330.06M,1989.0,,
427,MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",$578.96M,1998.0,,
428,MUH,"Blackrock MuniHoldings Fund II, Inc.",$165.47M,1998.0,,
429,MHD,"Blackrock MuniHoldings Fund, Inc.",$218.83M,1997.0,,
430,MFL,Blackrock MuniHoldings Investment Quality Fund,$504.78M,1997.0,,
431,MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",$415.22M,1998.0,,
432,MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",$417.48M,1997.0,,
433,MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",$286.69M,,,
434,MUS,"Blackrock MuniHoldings Quality Fund, Inc.",$164.29M,1998.0,,
435,MVT,"Blackrock MuniVest Fund II, Inc.",$297.05M,1993.0,,
436,MYC,"Blackrock MuniYield California Fund, Inc.",$298.16M,1992.0,,
437,MCA,"Blackrock MuniYield California Insured Fund, Inc.",$484.78M,1992.0,,
438,MYD,"Blackrock MuniYield Fund, Inc.",$655M,1991.0,,
439,MYF,Blackrock MuniYield Investment Fund,$187.52M,1992.0,,
440,MFT,Blackrock MuniYield Investment QualityFund,$113.78M,1992.0,,
441,MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",$407.23M,1992.0,,
442,MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",$334.83M,1992.0,,
443,MYN,"Blackrock MuniYield New York Quality Fund, Inc.",$503.94M,1992.0,,
444,MPA,Blackrock MuniYield Pennsylvania Quality Fund,$183.04M,1992.0,,
445,MQT,"Blackrock MuniYield Quality Fund II, Inc.",$293.93M,1992.0,,
446,MYI,"Blackrock MuniYield Quality Fund III, Inc.",$908.45M,,,
447,MQY,"Blackrock MuniYield Quality Fund, Inc.",$482.18M,1992.0,,
448,BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,$179.59M,,,
449,BQH,Blackrock New York Municipal Bond Trust,$44.61M,2002.0,,
450,BSE,Blackrock New York Municipal Income Quality Trust,$87.79M,2002.0,,
451,BFY,BlackRock New York Municipal Income Trust II,$69.67M,2002.0,,
452,BCX,BlackRock Resources,$545.19M,2011.0,,
453,BST,BlackRock Science and Technology Trust,$967.06M,2014.0,,
454,BSTZ,BlackRock Science and Technology Trust II,$1.91B,2019.0,,
455,BSD,BlackRock Strategic Municipal Trust Inc. (The),$99.54M,1999.0,,
456,BUI,"BlackRock Utility, Infrastructure & Power Opportun",$366.75M,2011.0,,
457,BHV,BlackRock Virginia Municipal Bond Trust,$24.6M,2002.0,,
458,BLK,"BlackRock, Inc.",$83.31B,1999.0,Finance,Investment Bankers/Brokers/Service
459,BGB,Blackstone / GSO Strategic Credit Fund,$498.45M,2012.0,,
460,BGX,Blackstone GSO Long Short Credit Income Fund,$151.86M,2011.0,,
461,BSL,Blackstone GSO Senior Floating Rate Term Fund,$193.37M,2010.0,,
462,BE,Bloom Energy Corporation,$1.63B,2018.0,Energy,Industrial Machinery/Components
463,APRN,"Blue Apron Holdings, Inc.",$179.45M,2017.0,Consumer Services,Catalog/Specialty Distribution
464,BXG,Bluegreen Vacations Corporation,$378.37M,2017.0,Finance,Real Estate
465,BXC,BlueLinx Holdings Inc.,$78.32M,2004.0,Capital Goods,Wholesale Distributors
466,DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund,$116.56M,2017.0,,
467,DHF,BNY Mellon High Yield Strategies Fund,$186.13M,1998.0,,
468,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc",$245.29M,2013.0,,
469,DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",$368.68M,1989.0,,
470,LEO,"BNY Mellon Strategic Municipals, Inc.",$508.88M,1987.0,,
471,BA,Boeing Company (The),$97.79B,,Capital Goods,Aerospace
472,BCC,"Boise Cascade, L.L.C.",$1.45B,2013.0,Consumer Services,RETAIL: Building Materials
473,BCEI,"Bonanza Creek Energy, Inc.",$305.57M,2017.0,Energy,Oil & Gas Production
474,BOOT,"Boot Barn Holdings, Inc.",$560.64M,2014.0,Consumer Services,Clothing/Shoe/Accessory Stores
475,BAH,Booz Allen Hamilton Holding Corporation,$10.4B,2010.0,Consumer Services,Professional Services
476,BWA,BorgWarner Inc.,$7.13B,,Capital Goods,Auto Parts:O.E.M.
477,BORR,Borr Drilling Limited,$139.27M,2019.0,Energy,Oil & Gas Production
478,SAM,"Boston Beer Company, Inc. (The)",$7.23B,,Consumer Non-Durables,Beverages (Production/Distribution)
479,BXP,"Boston Properties, Inc.",$13.22B,1997.0,Consumer Services,Real Estate Investment Trusts
480,BXP^B,"Boston Properties, Inc.",,,,
481,BSX,Boston Scientific Corporation,$49.29B,,Health Care,Medical/Dental Instruments
482,BSX^A,Boston Scientific Corporation,,,,
483,BOX,"Box, Inc.",$3.22B,2015.0,Technology,Computer Software: Prepackaged Software
484,BYD,Boyd Gaming Corporation,$2.05B,1993.0,Consumer Services,Hotels/Resorts
485,BPMP,BP Midstream Partners LP,$1.09B,2017.0,Energy,Natural Gas Distribution
486,BP,BP p.l.c.,$446.8B,,Energy,Integrated oil Companies
487,BPT,BP Prudhoe Bay Royalty Trust,$61.2M,,Energy,Integrated oil Companies
488,BRC,Brady Corporation,$2.26B,,Consumer Durables,Miscellaneous manufacturing industries
489,BHR,Braemar Hotels & Resorts Inc.,$78.14M,2013.0,Consumer Services,Real Estate Investment Trusts
490,BHR^B,Braemar Hotels & Resorts Inc.,,,,
491,BHR^D,Braemar Hotels & Resorts Inc.,,,,
492,BDN,Brandywine Realty Trust,$1.7B,,Consumer Services,Real Estate Investment Trusts
493,BWG,BrandywineGLOBAL Global Income Opportunities Fund ,$254.61M,2012.0,,
494,LND,Brasilagro Cia Brasileira De Propriedades Agricolas,$242.71M,,Consumer Non-Durables,Farming/Seeds/Milling
495,BAK,Braskem S.A.,$3.55B,,Basic Industries,Major Chemicals
496,BRFS,BRF S.A.,$3.13B,,Consumer Non-Durables,Meat/Poultry/Fish
497,BGG,Briggs & Stratton Corporation,$51.37M,,Energy,Industrial Machinery/Components
498,MNRL,"Brigham Minerals, Inc.",$627.14M,2019.0,Energy,Oil & Gas Production
499,BFAM,Bright Horizons Family Solutions Inc.,$6.47B,2013.0,Miscellaneous,Other Consumer Services
500,BEDU,Bright Scholar Education Holdings Limited,$983.68M,2017.0,Consumer Services,Other Consumer Services
501,BSA,BrightSphere Investment Group Inc.,,2016.0,Finance,Investment Managers
502,BSIG,BrightSphere Investment Group Inc.,$985.37M,2014.0,Finance,Investment Managers
503,BV,"BrightView Holdings, Inc.",$1.1B,2018.0,Consumer Non-Durables,Farming/Seeds/Milling
504,EAT,"Brinker International, Inc.",$971.06M,,Consumer Services,Restaurants
505,BCO,Brink&#39;s Company (The),$2.04B,,Transportation,Oil Refining/Marketing
506,BMY,Bristol-Myers Squibb Company,$131.48B,,Health Care,Major Pharmaceuticals
507,BMY~,Bristol-Myers Squibb Company,,,,
508,VTOL,"Bristow Group, Inc.",$403.33M,,Transportation,Transportation Services
509,BTI,British American Tobacco p.l.c.,$85B,,Consumer Non-Durables,Farming/Seeds/Milling
510,BRX,Brixmor Property Group Inc.,$3.5B,2013.0,Consumer Services,Real Estate Investment Trusts
511,BRMK,Broadmark Realty Capital Inc.,$1.15B,2019.0,Consumer Services,Real Estate Investment Trusts
512,BR,"Broadridge Financial Solutions, Inc.",$14.65B,,Miscellaneous,Business Services
513,BKD,Brookdale Senior Living Inc.,$446.92M,2005.0,Health Care,Hospital/Nursing Management
514,BAM,Brookfield Asset Management Inc,$51.04B,,Consumer Services,Building operators
515,BBU,Brookfield Business Partners L.P.,$2.43B,2016.0,Basic Industries,Engineering & Construction
516,DTLA^,Brookfield DTLA Inc.,,,,
517,BIPC,Brookfield Infrastructure Corporation,$2.01B,2020.0,Public Utilities,Oil & Gas Production
518,BIP,Brookfield Infrastructure Partners LP,$11.63B,,Consumer Services,Marine Transportation
519,RA,Brookfield Real Assets Income Fund Inc.,$760.48M,2016.0,,
520,BEP,Brookfield Renewable Partners L.P.,$8.92B,,Public Utilities,Electric Utilities: Central
521,BEP^A,Brookfield Renewable Partners L.P.,,,,
522,BRO,"Brown & Brown, Inc.",$11.59B,,Finance,Specialty Insurers
523,BF.A,Brown Forman Corporation,,,,
524,BF.B,Brown Forman Corporation,,,,
525,BRT,BRT Apartments Corp.,$174.34M,,Consumer Services,Real Estate Investment Trusts
526,BC,Brunswick Corporation,$4.96B,,Energy,Industrial Machinery/Components
527,BC^A,Brunswick Corporation,,,,
528,BC^B,Brunswick Corporation,,,,
529,BC^C,Brunswick Corporation,,,,
530,BKE,"Buckle, Inc. (The)",$794.98M,,Consumer Services,Clothing/Shoe/Accessory Stores
531,BVN,Buenaventura Mining Company Inc.,$2.41B,1996.0,Basic Industries,Precious Metals
532,BBW,"Build-A-Bear Workshop, Inc.",$31.34M,2004.0,Consumer Services,Recreational Products/Toys
533,BG,Bunge Limited,$5.43B,2001.0,Consumer Non-Durables,Packaged Foods
534,BURL,"Burlington Stores, Inc.",$11.78B,2013.0,Consumer Services,Department/Specialty Retail Stores
535,BWXT,"BWX Technologies, Inc.",$4.89B,,Energy,Industrial Machinery/Components
536,BY,"Byline Bancorp, Inc.",$429.12M,2017.0,Finance,Major Banks
537,CABO,"Cable One, Inc.",$10.67B,2015.0,Consumer Services,Television Services
538,CBT,Cabot Corporation,$2B,,Basic Industries,Major Chemicals
539,COG,Cabot Oil & Gas Corporation,$6.79B,1990.0,Energy,Oil & Gas Production
540,CACI,"CACI International, Inc.",$4.91B,,Technology,EDP Services
541,WHD,"Cactus, Inc.",$1.44B,2018.0,Energy,Metal Fabrications
542,CADE,Cadence Bancorporation,$949.51M,2017.0,Finance,Major Banks
543,CAE,CAE Inc,$4.04B,,Miscellaneous,Industrial Machinery/Components
544,CAI,"CAI International, Inc.",$273.63M,,Technology,Diversified Commercial Services
545,CAI^A,"CAI International, Inc.",,,,
546,CAI^B,"CAI International, Inc.",,,,
547,CAL,"Caleres, Inc.",$262.49M,,Consumer Non-Durables,Shoe Manufacturing
548,CRC,California Resources Corporation,$59.34M,2014.0,Energy,Oil & Gas Production
549,CWT,California Water  Service Group Holding,$2.28B,,Public Utilities,Water Supply
550,CALX,"Calix, Inc",$812.56M,2010.0,Consumer Services,Telecommunications Equipment
551,ELY,Callaway Golf Company,$1.56B,1992.0,Consumer Non-Durables,Recreational Products/Toys
552,CPE,Callon Petroleum Company,$420.82M,,Energy,Oil & Gas Production
553,CPT,Camden Property Trust,$8.63B,1993.0,Consumer Services,Real Estate Investment Trusts
554,CCJ,Cameco Corporation,$4.2B,1996.0,Basic Industries,Precious Metals
555,CPB,Campbell Soup Company,$14.93B,,Consumer Non-Durables,Packaged Foods
556,CWH,"Camping World Holdings, Inc.",$2.3B,2016.0,Consumer Durables,Automotive Aftermarket
557,GOOS,Canada Goose Holdings Inc.,$2.45B,2017.0,Consumer Non-Durables,Apparel
558,CM,Canadian Imperial Bank of Commerce,$29.52B,,Finance,Commercial Banks
559,CNI,Canadian National Railway Company,$63.09B,,Transportation,Railroads
560,CNQ,Canadian Natural Resources Limited,$19.14B,,Energy,Oil & Gas Production
561,CP,Canadian Pacific Railway Limited,$34.7B,,Transportation,Railroads
562,CANG,Cango Inc.,$845.45M,2018.0,Technology,Computer Software: Prepackaged Software
563,CNNE,"Cannae Holdings, Inc.",$3.65B,2017.0,Consumer Services,Restaurants
564,CAJ,"Canon, Inc.",$19.65B,,Miscellaneous,Industrial Machinery/Components
565,CGC,Canopy Growth Corporation,$5.93B,,Consumer Durables,Specialty Chemicals
566,CMD,Cantel Medical Corp.,$1.83B,,Health Care,Medical/Dental Instruments
567,COF,Capital One Financial Corporation,$26.57B,1994.0,Finance,Major Banks
568,COF^F,Capital One Financial Corporation,,,,
569,COF^G,Capital One Financial Corporation,,,,
570,COF^H,Capital One Financial Corporation,,,,
571,COF^I,Capital One Financial Corporation,,,,
572,COF^J,Capital One Financial Corporation,,,,
573,CSU,Capital Senior Living Corporation,$18.53M,1997.0,Health Care,Hospital/Nursing Management
574,BXMT,"Capital Trust, Inc.",$3.11B,,Consumer Services,Real Estate Investment Trusts
575,CPRI,Capri Holdings Limited,$2.22B,2011.0,Consumer Non-Durables,Apparel
576,CPSR.U,Capstar Special Purpose Acquisition Corp.,,2020.0,,
577,CMO,Capstead Mortgage Corporation,$505.11M,,Consumer Services,Real Estate Investment Trusts
578,CMO^E,Capstead Mortgage Corporation,,,,
579,CAH,"Cardinal Health, Inc.",$14.27B,,Health Care,Other Pharmaceuticals
580,CSL,Carlisle Companies Incorporated,$6.2B,,Basic Industries,Specialty Chemicals
581,KMX,CarMax Inc,$14.06B,,Consumer Durables,Automotive Aftermarket
582,CCL,Carnival Corporation,$11.4B,1987.0,Consumer Services,Marine Transportation
