,Unnamed: 0,symbol,name,lastsale,marketcap,ipoyear,sector,industry,current_price,current_price_to_book_date,current_price_to_book,price_to_book_q1,price_to_book_q2,price_to_book_q3,price_to_book_q4
2894,2894,SAGE,"Sage Therapeutics, Inc.",46.92,$2.44B,2014.0,Health Care,Major Pharmaceuticals,47.28,,,,,,
2895,2895,SAIA,"Saia, Inc.",127.33,$3.32B,,Transportation,Trucking Freight/Courier Services,126.34,,,,,,
2896,2896,SLRX,"Salarius Pharmaceuticals, Inc.",1.4,$19.11M,2015.0,Health Care,Major Pharmaceuticals,,,,,,,
2897,2897,SALM,"Salem Media Group, Inc.",2.34,$62.44M,1999.0,Consumer Services,Broadcasting,2.08,,,,,,
2898,2898,SAL,"Salisbury Bancorp, Inc.",35.76,$101.14M,,Finance,Savings Institutions,35.90,,,,,,
2899,2899,SAFM,"Sanderson Farms, Inc.",113.99,$2.54B,1987.0,Consumer Non-Durables,Meat/Poultry/Fish,113.05,,,,,,
2900,2900,SASR,"Sandy Spring Bancorp, Inc.",23.41,$1.1B,,Finance,Major Banks,23.93,,,,,,
2901,2901,SGMO,"Sangamo Therapeutics, Inc.",11.05,$1.56B,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),10.75,,,,,,
2902,2902,SANM,Sanmina Corporation,26.35,$1.8B,1993.0,Technology,Electrical Products,25.40,,,,,,
2903,2903,SNY,Sanofi,52.13,$130.7B,,Health Care,Major Pharmaceuticals,,,,,,,
2904,2904,SPNS,Sapiens International Corporation N.V.,28.66,$1.44B,1992.0,Technology,Computer Software: Prepackaged Software,27.81,,,,,,
2905,2905,SRPT,"Sarepta Therapeutics, Inc.",161.67,$12.61B,,Health Care,Major Pharmaceuticals,158.63,,,,,,
2906,2906,STSA,"Satsuma Pharmaceuticals, Inc.",25.74,$447.6M,2019.0,Health Care,Major Pharmaceuticals,25.63,,,,,,
2907,2907,SVRA,"Savara, Inc.",1.95,$101.76M,,Health Care,Major Pharmaceuticals,1.84,,,,,,
2908,2908,SBFG,"SB Financial Group, Inc.",14.55,$112.01M,,Finance,Major Banks,14.10,,,,,,
2909,2909,SBBX,SB One Bancorp,19.73,$186.1M,,Finance,Major Banks,19.37,,,,,,
2910,2910,SBAC,SBA Communications Corporation,298.68,$33.34B,1999.0,Consumer Services,Real Estate Investment Trusts,,,,,,,
2911,2911,SCSC,"ScanSource, Inc.",24.72,$626.55M,,Technology,Retail: Computer Software & Peripheral Equipment,22.52,,,,,,
2912,2912,SMIT,"Schmitt Industries, Inc.",4.47,$16.89M,,Capital Goods,Industrial Machinery/Components,4.44,,,,,,
2913,2913,SCHN,"Schnitzer Steel Industries, Inc.",18.07,$489.69M,1993.0,Consumer Durables,Industrial Specialties,17.94,,,,,,
2914,2914,SRRK,Scholar Rock Holding Corporation,11.61,$346.84M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),11.10,,,,,,
2915,2915,SCHL,Scholastic Corporation,28.58,$979.46M,1992.0,Consumer Services,Books,,,,,,,
2916,2916,SDGR,"Schrodinger, Inc.",81.98,$5.19B,2020.0,Health Care,Major Pharmaceuticals,76.27,,,,,,
2917,2917,SAMA,Schultze Special Purpose Acquisition Corp.,10.36,$168.35M,2019.0,Finance,Business Services,10.38,,,,,,
2918,2918,SAMAU,Schultze Special Purpose Acquisition Corp.,10.75,,2018.0,Finance,Business Services,,,,,,,
2919,2919,SAMAW,Schultze Special Purpose Acquisition Corp.,0.8401,,2019.0,Finance,Business Services,,,,,,,
2920,2920,SJ,Scienjoy Holding Corporation,6.19,$143.92M,2019.0,Technology,EDP Services,6.18,,,,,,
2921,2921,SGMS,Scientific Games Corp,15.18,$1.43B,,Technology,EDP Services,,,,,,,
2922,2922,SCPL,SciPlay Corporation,14.84,$337.16M,2019.0,Technology,EDP Services,14.99,,,,,,
2923,2923,SCPH,scPharmaceuticals Inc.,7.41,$198.52M,2017.0,Health Care,Major Pharmaceuticals,7.31,,,,,,
2924,2924,WORX,SCWorx Corp.,5.755,$54.01M,2016.0,Consumer Services,Services-Misc. Amusement & Recreation,5.76,,,,,,
2925,2925,SCYX,"SCYNEXIS, Inc.",7.48,$73.91M,2014.0,Health Care,Major Pharmaceuticals,7.18,,,,,,
2926,2926,SEAC,"SeaChange International, Inc.",1.45,$54.42M,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment,1.42,,,,,,
2927,2927,SBCF,Seacoast Banking Corporation of Florida,20.0,$1.06B,,Finance,Major Banks,20.52,,,,,,
2928,2928,STX,Seagate Technology PLC,50.0,$12.83B,2002.0,Technology,Electronic Components,48.04,,,,,,
2929,2929,SHIP,Seanergy Maritime Holdings Corp,1.65,$49.51M,,Transportation,Marine Transportation,,,,,,,
2930,2930,SHIPW,Seanergy Maritime Holdings Corp,0.0401,,,Transportation,Marine Transportation,0.04,,,,,,
2931,2931,SHIPZ,Seanergy Maritime Holdings Corp,0.06,,,Transportation,Marine Transportation,,,,,,,
2932,2932,SPNE,SeaSpine Holdings Corporation,10.27,$279.8M,,Health Care,Medical/Dental Instruments,10.36,,,,,,
2933,2933,SGEN,"Seattle Genetics, Inc.",172.9,$29.93B,2001.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),168.82,,,,,,
2934,2934,EYES,"Second Sight Medical Products, Inc.",0.9001,$20.81M,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0.90,,,,,,
2935,2935,EYESW,"Second Sight Medical Products, Inc.",0.1,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,
2936,2936,SECO,Secoo Holding Limited,2.63,$185.82M,2017.0,Consumer Services,Other Specialty Stores,2.68,,,,,,
2937,2937,SCWX,SecureWorks Corp.,12.1,$993.89M,2016.0,Technology,Computer Software: Prepackaged Software,11.79,,,,,,
2938,2938,SNFCA,Security National Financial Corporation,5.73,$109.43M,,Finance,Finance: Consumer Services,5.70,,,,,,
2939,2939,SEEL,"Seelos Therapeutics, Inc.",1.11,$49.89M,,Health Care,Major Pharmaceuticals,,,,,,,
2940,2940,SEIC,SEI Investments Company,53.44,$7.91B,1981.0,Finance,Investment Bankers/Brokers/Service,52.97,,,,,,
2941,2941,SLCT,"Select Bancorp, Inc.",7.92,$143M,,Finance,Major Banks,7.91,,,,,,
2942,2942,SIC,"Select Interior Concepts, Inc.",4.24,$107.37M,,Basic Industries,Homebuilding,4.21,,,,,,
2943,2943,SELB,"Selecta Biosciences, Inc.",2.61,$228.35M,2016.0,Health Care,Major Pharmaceuticals,2.51,,,,,,
2944,2944,SIGI,"Selective Insurance Group, Inc.",57.55,$3.44B,,Finance,Property-Casualty Insurers,57.79,,,,,,
2945,2945,SLS,"SELLAS Life Sciences Group, Inc. ",3.19,$21.43M,,Health Care,Major Pharmaceuticals,3.24,,,,,,
2946,2946,LEDS,SemiLEDS Corporation,3.15,$12.62M,2010.0,Technology,Semiconductors,3.05,,,,,,
2947,2947,SMTC,Semtech Corporation,52.18,$3.4B,,Technology,Semiconductors,51.69,,,,,,
2948,2948,SNCA,"Seneca Biopharma, Inc.",0.7871,$13.61M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
2949,2949,SENEA,Seneca Foods Corp.,39.66,$361.62M,,Consumer Non-Durables,Packaged Foods,39.45,,,,,,
2950,2950,SENEB,Seneca Foods Corp.,39.2,$357.42M,,Consumer Non-Durables,Packaged Foods,38.70,,,,,,
2951,2951,SNES,"SenesTech, Inc.",1.95,$6.62M,2016.0,Basic Industries,Agricultural Chemicals,1.97,,,,,,
2952,2952,AIHS,Senmiao Technology Limited,0.8859999999999999,$25.55M,2018.0,Finance,Finance: Consumer Services,0.84,,,,,,
2953,2953,SRTS,"Sensus Healthcare, Inc.",2.83,$46.74M,2016.0,Health Care,Medical/Dental Instruments,2.86,,,,,,
2954,2954,SQBG,"Sequential Brands Group, Inc.",0.2093,$13.79M,,Consumer Non-Durables,Apparel,,,,,,,
2955,2955,MCRB,"Seres Therapeutics, Inc.",4.42,$320.89M,2015.0,Health Care,Major Pharmaceuticals,4.10,,,,,,
2956,2956,SVC,Service Properties Trust,6.98,$1.15B,,Consumer Services,Real Estate Investment Trusts,,,,,,,
2957,2957,SREV,"ServiceSource International, Inc.",1.6,$152.21M,2011.0,Miscellaneous,Business Services,1.57,,,,,,
2958,2958,SFBS,"ServisFirst Bancshares, Inc.",37.49,$2.02B,2014.0,Finance,Major Banks,37.22,,,,,,
2959,2959,SESN,"Sesen Bio, Inc.",0.9688,$106.97M,2014.0,Health Care,Major Pharmaceuticals,,,,,,,
2960,2960,SVBI,Severn Bancorp Inc,6.08,$77.9M,,Finance,Major Banks,5.95,,,,,,
2961,2961,SGBX,"SG Blocks, Inc.",2.77,$23.81M,2017.0,Consumer Services,RETAIL: Building Materials,2.82,,,,,,
2962,2962,SGOC,"SGOCO Group, Ltd",0.9201,$88.42M,2010.0,Technology,Radio And Television Broadcasting And Communications Equipment,0.97,,,,,,
2963,2963,SMED,Sharps Compliance Corp.,7.25,$118.58M,,Basic Industries,Environmental Services,6.84,,,,,,
2964,2964,SHSP,"SharpSpring, Inc.",7.38,$85.11M,,Technology,Computer Software: Prepackaged Software,7.53,,,,,,
2965,2965,SHEN,Shenandoah Telecommunications Co,49.52,$2.47B,,Public Utilities,Telecommunications Equipment,49.63,,,,,,
2966,2966,PIXY,"ShiftPixy, Inc.",5.02,$83.37M,2017.0,Technology,Diversified Commercial Services,4.87,,,,,,
2967,2967,SHLO,"Shiloh Industries, Inc.",1.66,$40.19M,1993.0,Capital Goods,Industrial Specialties,1.60,,,,,,
2968,2968,SCCI,"Shimmick Construction Company, Inc.",,,,,,,,,,,,
2969,2969,TYHT,"Shineco, Inc.",0.4798,$13.11M,2016.0,Consumer Non-Durables,Farming/Seeds/Milling,0.48,,,,,,
2970,2970,SWAV,"ShockWave Medical, Inc.",46.03,$1.56B,2019.0,Health Care,Medical/Dental Instruments,,,,,,,
2971,2971,SCVL,"Shoe Carnival, Inc.",29.54,$416.16M,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores,27.95,,,,,,
2972,2972,SHBI,Shore Bancshares Inc,9.31,$116.6M,,Finance,Major Banks,,,,,,,
2973,2973,SSTI,"ShotSpotter, Inc.",23.49,$267.77M,2017.0,Technology,Computer Software: Prepackaged Software,22.86,,,,,,
2974,2974,SIBN,"SI-BONE, Inc.",16.94,$481.56M,2018.0,Health Care,Medical/Dental Instruments,16.58,,,,,,
2975,2975,SIEB,Siebert Financial Corp.,4.26,$130.58M,,Finance,Investment Bankers/Brokers/Service,4.09,,,,,,
2976,2976,SIEN,"Sientra, Inc.",3.82,$191.13M,2014.0,Health Care,Industrial Specialties,,,,,,,
2977,2977,BSRR,Sierra Bancorp,19.27,$292.77M,,Finance,Major Banks,19.04,,,,,,
2978,2978,SRRA,"Sierra Oncology, Inc.",13.08,$135.98M,2015.0,Health Care,Major Pharmaceuticals,,,,,,,
2979,2979,SWIR,"Sierra Wireless, Inc.",9.55,$347.03M,,Technology,Radio And Television Broadcasting And Communications Equipment,11.24,,,,,,
2980,2980,SIFY,Sify Technologies Limited,1.18,$211.39M,,Technology,"Computer Software: Programming, Data Processing",1.12,,,,,,
2981,2981,SIGA,SIGA Technologies Inc.,7.1,$575.44M,,Health Care,Major Pharmaceuticals,6.90,,,,,,
2982,2982,SGLB,"Sigma Labs, Inc.",2.55,$10.01M,,Consumer Durables,Miscellaneous manufacturing industries,,,,,,,
2983,2983,SGLBW,"Sigma Labs, Inc.",0.202,,,Consumer Durables,Miscellaneous manufacturing industries,,,,,,,
2984,2984,SGMA,"SigmaTron International, Inc.",3.14,$13.32M,1994.0,Technology,Electrical Products,3.09,,,,,,
2985,2985,SBNY,Signature Bank,111.58,$5.98B,2004.0,Finance,Major Banks,109.59,,,,,,
2986,2986,SLGN,Silgan Holdings Inc.,37.99,$4.21B,1997.0,Consumer Durables,Containers/Packaging,37.70,,,,,,
2987,2987,SILC,Silicom Ltd,38.21,$274.18M,,Technology,Computer Communications Equipment,37.41,,,,,,
2988,2988,SLAB,"Silicon Laboratories, Inc.",102.76,$4.49B,2000.0,Technology,Semiconductors,102.25,,,,,,
2989,2989,SIMO,Silicon Motion Technology Corporation,42.06,$1.48B,2005.0,Technology,Semiconductors,41.55,,,,,,
2990,2990,SILK,"Silk Road Medical, Inc.",47.97,$1.6B,2019.0,Health Care,Medical/Dental Instruments,47.79,,,,,,
2991,2991,SSPK,Silver Spike Acquisition Corp.,10.13,$316.56M,2019.0,Finance,Business Services,,,,,,,
2992,2992,SSPKU,Silver Spike Acquisition Corp.,10.3,,2019.0,Finance,Business Services,10.30,,,,,,
2993,2993,SSPKW,Silver Spike Acquisition Corp.,0.5302,,2019.0,Finance,Business Services,,,,,,,
2994,2994,SAMG,Silvercrest Asset Management Group Inc.,11.01,$158.11M,2013.0,Finance,Investment Managers,10.92,,,,,,
2995,2995,SSNT,"SilverSun Technologies, Inc.",2.6,$11.7M,,Miscellaneous,Business Services,2.52,,,,,,
2996,2996,SFNC,Simmons First National Corporation,17.5,$1.91B,,Finance,Major Banks,17.38,,,,,,
2997,2997,SLP,"Simulations Plus, Inc.",66.54,$1.19B,,Technology,EDP Services,65.76,,,,,,
2998,2998,SINA,Sina Corporation,39.74,$2.36B,,Technology,Computer Software: Prepackaged Software,40.02,,,,,,
2999,2999,SBGI,"Sinclair Broadcast Group, Inc.",20.2,$1.62B,1995.0,Consumer Services,Broadcasting,20.48,,,,,,
3000,3000,SINO,"Sino-Global Shipping America, Ltd.",2.27,$8.44M,,Transportation,Oil Refining/Marketing,2.16,,,,,,
3001,3001,SVA,"Sinovac Biotech, Ltd.",6.47,$639.9M,,Health Care,Major Pharmaceuticals,6.47,,,,,,
3002,3002,SINT,"SiNtx Technologies, Inc.",2.34,$45.47M,2014.0,Health Care,Medical/Dental Instruments,2.28,,,,,,
3003,3003,SPQQ,Siren Large Cap Blend Index ETF,26.493,,,,,,,,,,,
3004,3004,SG,"Sirius International Insurance Group, Ltd.",6.9518,$801.54M,,Finance,Property-Casualty Insurers,7.08,,,,,,
3005,3005,SIRI,Sirius XM Holdings Inc.,5.89,$25.79B,,Consumer Services,Broadcasting,5.91,,,,,,
3006,3006,SRVA,"SIRVA, Inc.",,,,,,,,,,,,
3007,3007,SITM,SiTime Corporation,54.29,$900.43M,2019.0,Technology,Semiconductors,51.30,,,,,,
3008,3008,SKYS,"Sky Solar Holdings, Ltd.",5.77,$121.04M,2014.0,Public Utilities,Electric Utilities: Central,5.85,,,,,,
3009,3009,SKYW,"SkyWest, Inc.",29.02,$1.46B,1986.0,Transportation,Air Freight/Delivery Services,28.18,,,,,,
3010,3010,SWKS,"Skyworks Solutions, Inc.",135.34,$22.58B,,Technology,Semiconductors,131.61,,,,,,
3011,3011,SNBR,Sleep Number Corporation,45.54,$1.26B,,Consumer Durables,Home Furnishings,44.16,,,,,,
3012,3012,SLM,SLM Corporation,6.9,$2.59B,,Finance,Finance: Consumer Services,6.98,,,,,,
3013,3013,SLMBP,SLM Corporation,32.0,,,Finance,Finance: Consumer Services,32.00,,,,,,
3014,3014,SGH,"SMART Global Holdings, Inc.",27.92,$674.53M,2017.0,Technology,Semiconductors,27.53,,,,,,
3015,3015,SND,"Smart Sand, Inc.",1.14,$47.97M,2016.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),1.15,,,,,,
3016,3016,SMBK,"SmartFinancial, Inc.",14.0,$213.04M,,Finance,Major Banks,,,,,,,
3017,3017,SDC,"SmileDirectClub, Inc.",8.46,$3.26B,2019.0,Health Care,Medical/Dental Instruments,8.44,,,,,,
3018,3018,SWBI,"Smith & Wesson Brands, Inc.",23.22,$1.29B,,Capital Goods,Ordnance And Accessories,23.35,,,,,,
3019,3019,SMSI,"Smith Micro Software, Inc.",4.32,$178.94M,1995.0,Technology,Computer Software: Prepackaged Software,4.00,,,,,,
3020,3020,SMTX,SMTC Corporation,3.13,$88.31M,2000.0,Technology,Electrical Products,,,,,,,
3021,3021,SCKT,"Socket Mobile, Inc.",1.46,$8.77M,,Technology,Computer Manufacturing,1.50,,,,,,
3022,3022,GIGE,SoFi Gig Economy ETF,25.0442,,,,,,,,,,,
3023,3023,SAQN,Software Acquisition Group Inc.,10.4,$194.35M,2020.0,Finance,Business Services,10.22,,,,,,
3024,3024,SAQNU,Software Acquisition Group Inc.,11.0,,2019.0,Finance,Business Services,10.40,,,,,,
3025,3025,SAQNW,Software Acquisition Group Inc.,1.3599,,2020.0,Finance,Business Services,,,,,,,
3026,3026,SOHU,Sohu.com Limited ,10.17,$399.36M,,Technology,EDP Services,11.11,,,,,,
3027,3027,SLRC,Solar Capital Ltd.,16.64,$703.22M,2010.0,,,16.18,,,,,,
3028,3028,SUNS,Solar Senior Capital Ltd.,12.82,$205.75M,,,,12.64,,,,,,
3029,3029,SEDG,"SolarEdge Technologies, Inc.",176.29,$8.75B,2015.0,Technology,Semiconductors,171.60,,,,,,
3030,3030,SLNO,"Soleno Therapeutics, Inc.",1.89,$150.37M,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1.83,,,,,,
3031,3031,SLGL,Sol-Gel Technologies Ltd.,7.31,$167.93M,2018.0,Health Care,Major Pharmaceuticals,7.16,,,,,,
3032,3032,SLDB,Solid Biosciences Inc.,2.92,$134.53M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2.85,,,,,,
3033,3033,SNGX,"Soligenix, Inc.",2.215,$64.14M,,Health Care,Major Pharmaceuticals,,,,,,,
3034,3034,SNGXW,"Soligenix, Inc.",0.65,,,Health Care,Major Pharmaceuticals,,,,,,,
3035,3035,SOLY,"Soliton, Inc.",7.63,$161.68M,2019.0,Health Care,Medical/Dental Instruments,7.46,,,,,,
3036,3036,SONM,"Sonim Technologies, Inc.",0.8708,$57.41M,2019.0,Public Utilities,Telecommunications Equipment,0.87,,,,,,
3037,3037,SONN,"Sonnet BioTherapeutics Holdings, Inc.",3.02,$27.78M,,Health Care,Major Pharmaceuticals,2.92,,,,,,
3038,3038,SNOA,"Sonoma Pharmaceuticals, Inc.",6.86,$13.51M,,Health Care,Major Pharmaceuticals,6.68,,,,,,
3039,3039,SONO,"Sonos, Inc.",16.91,$1.84B,2018.0,Consumer Non-Durables,Consumer Electronics/Appliances,16.40,,,,,,
3040,3040,SRNE,"Sorrento Therapeutics, Inc.",7.8,$1.64B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),7.29,,,,,,
3041,3041,SOHO,Sotherly Hotels Inc.,2.36,$34.98M,,Consumer Services,Real Estate Investment Trusts,2.30,,,,,,
3042,3042,SOHOB,Sotherly Hotels Inc.,7.1331,,,Consumer Services,Real Estate Investment Trusts,7.18,,,,,,
3043,3043,SOHON,Sotherly Hotels Inc.,7.725,,,Consumer Services,Real Estate Investment Trusts,7.40,,,,,,
3044,3044,SOHOO,Sotherly Hotels Inc.,7.32,,,Consumer Services,Real Estate Investment Trusts,7.22,,,,,,
3045,3045,SFBC,"Sound Financial Bancorp, Inc.",25.2168,$65.43M,,Finance,Savings Institutions,27.00,,,,,,
3046,3046,SMMC,South Mountain Merger Corp.,10.35,$323.44M,2019.0,Finance,Business Services,10.35,,,,,,
3047,3047,SMMCU,South Mountain Merger Corp.,11.0,$343.75M,2019.0,Finance,Business Services,11.00,,,,,,
3048,3048,SMMCW,South Mountain Merger Corp.,1.2968,,2019.0,Finance,Business Services,,,,,,,
3049,3049,SPFI,"South Plains Financial, Inc.",13.21,$238.56M,2019.0,Finance,Major Banks,12.92,,,,,,
3050,3050,SSB,South State Corporation,49.28,$3.49B,,Finance,Major Banks,49.20,,,,,,
3051,3051,SFST,"Southern First Bancshares, Inc.",25.76,$198.8M,,Finance,Major Banks,,,,,,,
3052,3052,SMBC,"Southern Missouri Bancorp, Inc.",21.9,$199.91M,,Finance,Banks,21.70,,,,,,
3053,3053,SONA,"Southern National Bancorp of Virginia, Inc.",9.15,$222.32M,,Finance,Major Banks,8.82,,,,,,
3054,3054,SBSI,"Southside Bancshares, Inc.",28.6,$944.13M,,Finance,Major Banks,28.23,,,,,,
3055,3055,SY,So-Young International Inc.,13.65,$1.45B,2019.0,Technology,EDP Services,13.66,,,,,,
3056,3056,SP,SP Plus Corporation,17.6,$404.75M,,Consumer Services,Rental/Leasing Companies,17.05,,,,,,
3057,3057,SGRP,"SPAR Group, Inc.",0.7801,$16.38M,,Miscellaneous,Business Services,0.77,,,,,,
3058,3058,SPKE,"Spark Energy, Inc.",7.53,$265.88M,2014.0,Public Utilities,Power Generation,7.49,,,,,,
3059,3059,SPKEP,"Spark Energy, Inc.",21.2859,,,Public Utilities,Power Generation,21.38,,,,,,
3060,3060,SPTN,SpartanNash Company,22.23,$793.19M,,Consumer Non-Durables,Food Distributors,22.15,,,,,,
3061,3061,DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,24.17,,,,,,,,,,,
3062,3062,SPPI,"Spectrum Pharmaceuticals, Inc.",3.27,$380.85M,,Health Care,Major Pharmaceuticals,3.13,,,,,,
3063,3063,SPRO,"Spero Therapeutics, Inc.",12.38,$254.97M,2017.0,Health Care,Major Pharmaceuticals,12.12,,,,,,
3064,3064,ANY,Sphere 3D Corp.,2.93,$16.2M,,Technology,EDP Services,3.30,,,,,,
3065,3065,SPI,"SPI Energy Co., Ltd.",1.53,$22.7M,,Technology,Semiconductors,1.42,,,,,,
3066,3066,SAVE,"Spirit Airlines, Inc.",16.84,$1.49B,,Transportation,Air Freight/Delivery Services,16.47,,,,,,
3067,3067,STXB,"Spirit of Texas Bancshares, Inc.",11.59,$201.3M,2018.0,Finance,Major Banks,11.48,,,,,,
3068,3068,SPLK,Splunk Inc.,201.93,$32.08B,2012.0,Technology,Computer Software: Prepackaged Software,199.57,,,,,,
3069,3069,SPOK,"Spok Holdings, Inc.",9.59,$182.44M,,Public Utilities,Telecommunications Equipment,9.26,,,,,,
3070,3070,SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",16.16,$702.23M,2014.0,Consumer Services,Other Specialty Stores,16.44,,,,,,
3071,3071,SBPH,"Spring Bank Pharmaceuticals, Inc.",1.73,$29.57M,2016.0,Health Care,Major Pharmaceuticals,1.90,,,,,,
3072,3072,SWTX,"SpringWorks Therapeutics, Inc.",36.86,$1.59B,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),36.54,,,,,,
3073,3073,FUND,"Sprott Focus Trust, Inc.",6.16,$177.69M,,Consumer Services,Miscellaneous,6.13,,,,,,
3074,3074,SPT,"Sprout Social, Inc",29.74,$1.5B,2019.0,Technology,Computer Software: Prepackaged Software,27.07,,,,,,
3075,3075,SFM,"Sprouts Farmers Market, Inc.",27.04,$3.18B,2013.0,Consumer Services,Food Chains,26.60,,,,,,
3076,3076,SPSC,"SPS Commerce, Inc.",73.22,$2.56B,2010.0,Technology,Computer Software: Prepackaged Software,72.07,,,,,,
3077,3077,SRAX,"SRAX, Inc.",2.56,$35.93M,,Technology,Advertising,2.38,,,,,,
3078,3078,SSNC,"SS&C Technologies Holdings, Inc.",56.59,$14.52B,2010.0,Technology,Computer Software: Prepackaged Software,55.75,,,,,,
3079,3079,SSRM,SSR Mining Inc.,22.825,$2.81B,,Basic Industries,Precious Metals,23.55,,,,,,
3080,3080,STAA,STAAR Surgical Company,55.79,$2.54B,,Health Care,Ophthalmic Goods,54.64,,,,,,
3081,3081,SRAC,Stable Road Acquisition Corp.,10.02,$221.52M,2019.0,Finance,Business Services,10.14,,,,,,
3082,3082,SRACU,Stable Road Acquisition Corp.,10.3,,2019.0,Finance,Business Services,10.25,,,,,,
3083,3083,SRACW,Stable Road Acquisition Corp.,0.7977,,2019.0,Finance,Business Services,,,,,,,
3084,3084,STAF,"Staffing 360 Solutions, Inc.",0.8202,$7.65M,,Technology,Professional Services,,,,,,,
3085,3085,STMP,Stamps.com Inc.,221.98,$3.79B,1999.0,Miscellaneous,Business Services,,,,,,,
3086,3086,STND,Standard AVB Financial Corp.,21.31,$99.3M,,Finance,Major Banks,20.95,,,,,,
3087,3087,SBLK,Star Bulk Carriers Corp.,6.09,$585.05M,,Transportation,Marine Transportation,6.22,,,,,,
3088,3088,SBLKZ,Star Bulk Carriers Corp.,25.0793,,,Transportation,Marine Transportation,,,,,,,
3089,3089,SBUX,Starbucks Corporation,75.36,$88.04B,1992.0,Consumer Services,Restaurants,75.78,,,,,,
3090,3090,STFC,State Auto Financial Corporation,16.47,$720.91M,1991.0,Finance,Property-Casualty Insurers,,,,,,,
3091,3091,MITO,Stealth BioTherapeutics Corp.,1.9899,$98.13M,2019.0,Health Care,Major Pharmaceuticals,2.00,,,,,,
3092,3092,GASS,"StealthGas, Inc.",2.54,$99.63M,2005.0,Transportation,Marine Transportation,2.48,,,,,,
3093,3093,STCN,"Steel Connect, Inc.",0.56,$34.93M,,Miscellaneous,Business Services,0.55,,,,,,
3094,3094,STLD,"Steel Dynamics, Inc.",27.56,$5.8B,1996.0,Basic Industries,Steel/Iron Ore,,,,,,,
3095,3095,SMRT,"Stein Mart, Inc.",0.34700000000000003,$16.83M,1992.0,Consumer Services,Clothing/Shoe/Accessory Stores,0.36,,,,,,
3096,3096,SRCL,"Stericycle, Inc.",61.77,$5.65B,1996.0,Basic Industries,Environmental Services,61.00,,,,,,
3097,3097,SBT,"Sterling Bancorp, Inc.",3.22,$161.65M,2017.0,Finance,Savings Institutions,3.18,,,,,,
3098,3098,STRL,Sterling Construction Company Inc,10.07,$281.73M,,Basic Industries,Military/Government/Technical,9.93,,,,,,
3099,3099,SHOO,"Steven Madden, Ltd.",23.0,$1.91B,1993.0,Consumer Non-Durables,Shoe Manufacturing,22.52,,,,,,
3100,3100,SFIX,"Stitch Fix, Inc.",23.6,$2.42B,2017.0,Consumer Services,Catalog/Specialty Distribution,23.44,,,,,,
3101,3101,SYBT,"Stock Yards Bancorp, Inc.",40.61,$920.4M,,Finance,Major Banks,,,,,,,
3102,3102,STOK,"Stoke Therapeutics, Inc.",29.27,$972.27M,2019.0,Health Care,Major Pharmaceuticals,,,,,,,
